symbol,rev_growth_score,pat_growth_score,roe_score,de_score,promoter_score,pe,pb,roe_pct,de_ratio,rev_growth_pct,pat_growth_pct,promoter_pct,eps,book_value,market_cap,last_updated,source
DEEPAKFERT,6,6,2,2,2,20.91,2.81,13.42,0.0,-0.03,-0.03,0.0,69.25,516.1,183014916096.0,2026-05-27,yfinance
DEEPAKNTR,5,5,1,2,2,42.44,4.01,9.45,0.0,-0.71,-0.71,0.0,40.41,427.63,233886793728.0,2026-05-27,yfinance
DELHIVERY,6,6,1,2,2,231.03,3.54,1.53,0.0,-0.81,-0.81,0.0,1.99,129.79,344222859264.0,2026-05-27,yfinance
DEVYANI,3,3,3,2,2,0.0,9.54,0.0,0.0,0.66,0.66,0.0,-0.31,12.28,144451223552.0,2026-05-27,yfinance
DIXON,3,3,6,2,1,43.6,13.1,30.04,0.6,0.71,0.71,34.7,269.65,897.73,713421619200.0,2026-05-27,yfinance
DOMS,3,3,4,2,2,58.31,10.99,18.85,0.0,0.3,0.3,0.0,37.89,201.01,134084804608.0,2026-05-27,yfinance
EASEMYTRIP,3,3,3,2,2,0.0,3.11,0.0,0.0,-7.37,-7.37,0.0,-0.27,2.38,26949081088.0,2026-05-27,yfinance
EIDPARRY,2,2,2,2,2,11.14,1.53,13.73,0.0,-2.77,-2.77,0.0,66.75,486.25,132270227456.0,2026-05-27,yfinance
EIHOTEL,3,3,2,2,2,31.2,4.16,13.34,0.0,-2.09,-2.09,0.0,10.04,75.28,195864068096.0,2026-05-27,yfinance
ELECON,5,5,2,2,2,35.09,5.13,14.63,0.0,1.44,1.44,0.0,15.18,103.76,119537852416.0,2026-05-27,yfinance
ELGIEQUIP,7,6,5,2,2,45.22,9.09,20.11,0.0,2.65,2.65,0.0,12.78,63.54,182178054144.0,2026-05-27,yfinance
EMAMILTD,2,2,6,2,2,22.54,5.98,26.53,0.0,-0.85,-0.85,0.0,17.77,66.98,174796423168.0,2026-05-27,yfinance
ENDURANCE,6,6,2,3,3,40.57,5.65,13.94,0.3,0.61,0.61,70.2,67.78,486.24,386752512000.0,2026-05-27,yfinance
ENGINERSIN,6,6,6,2,2,19.04,4.85,25.5,0.0,1.69,1.69,0.0,12.31,48.28,131742728192.0,2026-05-27,yfinance
EPL,5,5,2,2,2,17.74,2.41,13.58,0.0,-1.69,-1.69,0.0,12.14,89.42,68985036800.0,2026-05-27,yfinance
EQUITASBNK,7,6,1,2,2,80.2,1.35,1.68,0.0,2.89,2.89,0.0,0.9,53.56,82398740480.0,2026-05-27,yfinance
ERIS,3,3,4,2,2,29.88,5.95,19.93,0.0,-0.78,-0.78,0.0,45.2,226.84,187176665088.0,2026-05-27,yfinance
ESCORTS,2,2,2,2,2,23.22,2.67,11.48,0.0,-2.01,-2.01,0.0,124.05,1080.34,316922888192.0,2026-05-27,yfinance
EXIDEIND,6,6,1,2,2,39.26,2.41,6.14,0.0,7.62,7.62,0.0,10.04,163.43,335027503104.0,2026-05-27,yfinance
FACT,5,5,1,2,2,2052.0,43.45,2.12,0.0,2.21,2.21,0.0,0.45,21.25,597506326528.0,2026-05-27,yfinance
FDC,5,5,1,2,2,32.3,2.86,8.87,0.0,6.55,6.55,0.0,13.3,149.97,69935071232.0,2026-05-27,yfinance
FEDERALBNK,7,6,2,1,1,16.54,1.78,10.75,0.9,-0.45,-0.45,24.1,17.47,162.44,711947190272.0,2026-05-27,yfinance
FINCABLES,7,6,2,2,2,26.44,3.16,11.95,0.0,8.39,8.39,0.0,44.53,372.71,180047839232.0,2026-05-27,yfinance
FINEORG,5,5,4,2,2,34.43,5.79,16.81,0.0,1.24,1.24,0.0,135.83,807.89,143405891584.0,2026-05-27,yfinance
FIVESTAR,3,3,2,2,2,12.21,1.81,14.86,0.0,-0.15,-0.15,0.0,37.23,250.51,134144450560.0,2026-05-27,yfinance
FLUOROCHEM,6,6,1,2,2,70.51,5.31,7.52,0.0,-2.7,-2.7,0.0,52.22,694.04,404478689280.0,2026-05-27,yfinance
FORTIS,6,6,2,2,2,69.53,7.33,10.54,0.0,-0.59,-0.59,0.0,13.82,131.07,725439283200.0,2026-05-27,yfinance
FSL,3,3,4,2,2,27.75,4.18,15.05,0.0,-4.59,-4.59,0.0,9.55,63.45,182924165120.0,2026-05-27,yfinance
GAEL,6,6,1,2,2,24.2,2.23,9.23,0.0,-1.21,-1.21,0.0,6.63,71.83,73602883584.0,2026-05-27,yfinance
GAIL,5,5,1,2,2,14.66,1.26,8.6,0.0,0.82,0.82,0.0,11.53,134.06,1111188439040.0,2026-05-27,yfinance
GESHIP,6,6,4,2,2,7.35,1.27,17.31,0.0,-8.44,-8.44,0.0,205.68,1188.08,215764025344.0,2026-05-27,yfinance
GICRE,5,5,1,2,2,7.09,0.69,9.71,0.0,-0.72,-0.72,0.0,55.08,567.46,685268664320.0,2026-05-27,yfinance
GILLETTE,3,3,6,2,2,50.41,23.19,46.01,0.0,4.85,4.85,0.0,164.13,356.74,269593788416.0,2026-05-27,yfinance
GLAND,7,6,2,2,2,37.12,3.98,10.73,0.0,0.22,0.22,0.0,62.31,580.47,381081583616.0,2026-05-27,yfinance
GLAXO,2,2,6,2,2,38.25,22.78,59.55,0.0,0.6,0.6,0.0,60.03,100.81,388990107648.0,2026-05-27,yfinance
GLENMARK,7,6,2,2,2,62.99,7.02,11.15,0.0,1.42,1.42,0.0,37.86,339.57,673020641280.0,2026-05-27,yfinance
GMDCLTD,7,6,2,2,2,23.24,3.15,13.53,0.0,0.86,0.86,0.0,30.08,222.29,222313791488.0,2026-05-27,yfinance
GMMPFAUDLR,2,2,1,2,2,61.4,3.01,4.9,0.0,-1.16,-1.16,0.0,12.82,261.66,35388080128.0,2026-05-27,yfinance
GMRINFRASTRUCT,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27,neutral-fallback
GNFC,6,6,1,2,2,9.39,0.88,9.34,0.0,-0.21,-0.21,0.0,54.98,588.45,75843436544.0,2026-05-27,yfinance
GODFRYPHLP,3,3,5,2,2,23.6,5.8,24.58,0.0,0.54,0.54,0.0,97.91,398.29,360458223616.0,2026-05-27,yfinance
GODREJIND,6,6,2,2,2,30.78,3.67,11.93,0.0,-0.56,-0.56,0.0,36.84,308.82,381970350080.0,2026-05-27,yfinance
GPIL,6,6,2,2,2,22.38,3.3,14.77,0.0,-1.26,-1.26,0.0,12.59,85.27,183233658880.0,2026-05-27,yfinance
GPPL,3,3,5,2,2,15.88,3.21,20.22,0.0,-0.3,-0.3,0.0,10.02,49.54,76949708800.0,2026-05-27,yfinance
GRANULES,7,6,2,2,2,32.03,3.77,11.77,0.0,3.45,3.45,0.0,24.43,207.62,193925873664.0,2026-05-27,yfinance
GRAPHITE,7,6,1,2,2,44.29,2.5,5.64,0.0,-1.21,-1.21,0.0,16.86,298.79,145906499584.0,2026-05-27,yfinance
GRSE,5,5,6,2,2,44.07,11.57,26.24,0.0,-0.41,-0.41,0.0,60.17,229.27,303734620160.0,2026-05-27,yfinance
GSFC,3,3,1,2,2,10.02,0.54,5.4,0.0,-0.06,-0.06,0.0,16.88,312.72,67426385920.0,2026-05-27,yfinance
GSPL,5,5,1,2,2,14.85,1.31,8.82,0.0,3.22,3.22,0.0,18.65,211.55,156286550016.0,2026-05-27,yfinance
GUJGASLTD,3,3,2,2,2,21.92,2.92,13.3,0.0,-0.46,-0.46,0.0,16.87,126.83,254566662144.0,2026-05-27,yfinance
HAPPYFORGE,7,6,4,2,2,44.31,6.82,15.39,0.0,2.36,2.36,0.0,31.98,207.84,133685174272.0,2026-05-27,yfinance
HBLENGINE,5,5,6,2,2,27.79,11.42,41.12,0.0,2.26,2.26,0.0,29.42,71.56,226606874624.0,2026-05-27,yfinance
HDFCAMC,6,6,6,2,2,40.8,12.6,30.9,0.0,-0.86,-0.86,0.0,66.58,215.5,1164350849024.0,2026-05-27,yfinance
HEG,5,5,1,2,2,29.3,2.4,8.18,0.0,-1.27,-1.27,0.0,19.79,241.88,111878725632.0,2026-05-27,yfinance
HFCL,7,6,1,2,2,483.11,5.25,1.09,0.0,7.49,7.49,0.0,0.36,33.15,266143449088.0,2026-05-27,yfinance
HINDCOPPER,6,6,6,2,2,58.4,16.08,27.54,0.0,-0.12,-0.12,0.0,9.51,34.53,537036750848.0,2026-05-27,yfinance
HINDPETRO,5,5,6,2,2,4.75,1.31,27.53,0.0,1.23,1.23,0.0,84.81,308.04,857299681280.0,2026-05-27,yfinance
HINDZINC,6,6,6,2,2,19.81,12.12,61.18,0.0,0.22,0.22,0.0,32.76,53.55,2741598158848.0,2026-05-27,yfinance
HOMEFIRST,3,3,2,2,2,21.65,2.67,12.34,0.0,2.85,2.85,0.0,51.63,418.49,116774133760.0,2026-05-27,yfinance
HONASA,7,6,4,2,2,68.4,10.71,15.66,0.0,6.05,6.05,0.0,6.14,39.2,136686780416.0,2026-05-27,yfinance
HONAUT,6,6,2,2,2,60.91,7.64,12.54,0.0,1.71,1.71,0.0,594.02,4737.47,320097452032.0,2026-05-27,yfinance
HSCL,6,6,4,2,2,40.37,6.51,16.12,0.0,0.13,0.13,0.0,15.04,93.29,306357665792.0,2026-05-27,yfinance
HUDCO,5,5,5,2,2,10.24,2.29,22.34,0.0,-0.19,-0.19,0.0,20.15,90.2,412871884800.0,2026-05-27,yfinance
ICICIGI,5,5,4,2,2,33.5,5.74,17.13,0.0,-0.52,-0.52,0.0,55.25,322.59,923495628800.0,2026-05-27,yfinance
IDBI,3,3,2,2,2,8.51,1.15,13.55,0.0,0.75,0.75,0.0,8.64,63.77,790194028544.0,2026-05-27,yfinance
IDFCFIRSTB,5,5,1,2,2,38.02,1.31,3.45,0.0,1.79,1.79,0.0,1.88,54.48,615507820544.0,2026-05-27,yfinance
IEX,2,2,6,2,2,22.85,8.3,36.34,0.0,-0.69,-0.69,0.0,5.54,15.25,112576520192.0,2026-05-27,yfinance
IFCI,6,6,1,2,2,99.1,2.12,2.14,0.0,6.18,6.18,0.0,0.69,32.26,184237195264.0,2026-05-27,yfinance
IGL,3,3,2,2,2,14.87,2.05,13.81,0.0,-0.84,-0.84,0.0,11.07,80.15,230454247424.0,2026-05-27,yfinance
IIFL,3,3,2,2,2,12.34,1.46,11.84,0.0,0.72,0.72,0.0,38.76,327.34,203407785984.0,2026-05-27,yfinance
INDHOTEL,5,5,4,2,2,45.58,8.21,18.02,0.0,1.61,1.61,0.0,14.65,81.28,950425681920.0,2026-05-27,yfinance
INDIACEM,5,5,3,2,2,0.0,1.23,0.0,0.0,-0.99,-0.99,0.0,-2.18,326.7,186216988672.0,2026-05-27,yfinance
INDIAMART,2,2,4,2,2,25.61,5.06,19.74,0.0,-0.87,-0.87,0.0,78.87,399.51,121432793088.0,2026-05-27,yfinance
INDIANB,5,5,2,2,2,9.59,1.4,14.61,0.0,-0.02,-0.02,0.0,86.86,594.32,1122492350464.0,2026-05-27,yfinance
INDIGOPNTS,5,5,2,2,2,33.08,4.13,12.48,0.0,0.9,0.9,0.0,30.21,242.13,47639908352.0,2026-05-27,yfinance
INOXWIND,2,2,1,2,2,34.97,1.88,5.38,0.0,-0.43,-0.43,0.0,2.74,50.91,165582454784.0,2026-05-27,yfinance
INTELLECT,2,2,2,2,2,29.22,3.1,10.62,0.0,-0.06,-0.06,0.0,24.3,228.87,98752430080.0,2026-05-27,yfinance
IOB,3,3,2,2,2,12.06,1.76,14.63,0.0,0.74,0.74,0.0,2.81,19.21,652413304832.0,2026-05-27,yfinance
IPCALAB,6,6,2,2,2,43.9,4.84,11.04,0.0,-0.35,-0.35,0.0,35.82,324.6,398924513280.0,2026-05-27,yfinance
IRB,3,3,1,2,2,30.99,1.3,4.21,0.0,0.14,0.14,0.0,0.7,16.64,261971836928.0,2026-05-27,yfinance
IRCON,3,3,1,2,2,22.1,2.04,9.23,0.0,-0.41,-0.41,0.0,6.32,68.47,131352428544.0,2026-05-27,yfinance
IRCTC,2,2,6,2,3,30.05,9.81,32.65,0.0,-2.61,-2.61,67.4,17.41,53.32,418560016384.0,2026-05-27,yfinance
IREDA,3,3,2,2,2,19.04,2.7,14.19,0.0,0.51,0.51,0.0,6.84,48.2,365761921024.0,2026-05-27,yfinance
IRFC,2,2,2,2,2,18.51,2.28,12.33,0.0,-0.09,-0.09,0.0,5.36,43.46,1296265117696.0,2026-05-27,yfinance
ISEC,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27,neutral-fallback
ITI,5,5,3,2,2,0.0,19.25,0.0,0.0,0.37,0.37,0.0,-1.53,15.66,290203566080.0,2026-05-27,yfinance
JSPL,3,3,3,2,2,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,2026-05-27,AO-FULL-quote
JUBLFOOD,2,2,4,2,2,75.23,12.41,16.49,0.0,-0.64,-0.64,0.0,5.68,34.44,281026625536.0,2026-05-27,yfinance
KAJARIA,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27,neutral-fallback
KALYANKJIL,2,2,5,2,2,27.18,5.8,21.34,0.0,-0.2,-0.2,0.0,13.05,61.16,366364590080.0,2026-05-27,yfinance
KAYNES,2,2,1,2,3,59.33,4.66,7.85,0.4,-2.1,-2.1,57.8,54.43,693.34,216495128576.0,2026-05-27,yfinance
KEC,2,2,1,2,2,22.08,2.17,9.84,0.0,0.68,0.68,0.0,22.76,231.32,133765496832.0,2026-05-27,yfinance
KPITTECH,2,2,4,2,2,33.11,5.93,17.92,0.0,-1.64,-1.64,0.0,23.31,130.07,210104975360.0,2026-05-27,yfinance
LALPATHLAB,6,6,5,2,2,51.18,11.3,22.08,0.0,0.82,0.82,0.0,31.6,143.09,270036451328.0,2026-05-27,yfinance
LICHSGFIN,5,5,2,2,2,5.46,0.74,13.53,0.0,2.26,2.26,0.0,101.86,753.06,306082545664.0,2026-05-27,yfinance
LTTS,3,3,4,3,3,30.16,5.72,18.96,0.1,-1.39,-1.39,74.1,115.78,610.64,370349113344.0,2026-05-27,yfinance
M&MFIN,3,3,2,2,2,14.62,1.59,10.87,0.0,0.03,0.03,0.0,20.87,191.98,424089223168.0,2026-05-27,yfinance
MANAPPURAM,7,6,1,1,2,28.05,1.71,6.11,1.4,-0.45,-0.45,35.0,11.72,191.74,308806746112.0,2026-05-27,yfinance
MAXHEALTH,3,3,2,2,1,67.54,9.67,14.32,0.4,-0.05,-0.05,22.8,14.71,102.71,966869057536.0,2026-05-27,yfinance
MAZDOCK,3,3,6,2,3,38.38,10.15,26.45,0.0,-0.2,-0.2,84.8,63.96,241.83,990338285568.0,2026-05-27,yfinance
MCDOWELL-N,3,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-27,neutral-fallback
MEDANTA,5,5,2,2,2,58.52,8.19,14.0,0.0,-1.71,-1.71,0.0,20.64,147.47,324553768960.0,2026-05-27,yfinance
MFSL,5,5,1,2,2,695.17,21.11,3.04,0.0,-2.51,-2.51,0.0,2.42,79.7,577780252672.0,2026-05-27,yfinance
MINDACORP,7,6,2,2,2,41.45,6.01,14.5,0.0,4.86,4.86,0.0,15.05,103.77,146829901824.0,2026-05-27,yfinance
MPHASIS,3,3,4,3,3,23.69,4.19,17.66,0.1,-1.43,-1.43,55.9,94.24,533.51,426075389952.0,2026-05-27,yfinance
MTARTECH,7,6,2,2,2,256.82,32.62,12.7,0.0,0.15,0.15,0.0,30.72,241.88,242677809152.0,2026-05-27,yfinance
MUTHOOTFIN,5,5,6,1,3,12.53,3.73,29.74,1.2,-0.74,-0.74,73.5,263.85,887.27,1327616098304.0,2026-05-27,yfinance
NAVINFLUOR,7,6,4,3,3,55.65,9.34,16.78,0.3,-2.05,-2.05,74.9,130.17,775.59,371541147648.0,2026-05-27,yfinance
NHPC,5,5,1,2,2,29.13,1.96,6.73,0.0,2.86,2.86,0.0,2.77,41.18,810433380352.0,2026-05-27,yfinance
NIACL,5,5,1,2,2,18.71,0.69,3.66,0.0,-1.35,-1.35,0.0,8.58,234.3,264602877952.0,2026-05-27,yfinance
NMDC,7,6,5,2,2,11.76,2.5,21.26,0.0,1.78,1.78,0.0,7.85,36.92,811308875776.0,2026-05-27,yfinance
NYKAA,6,6,2,2,2,381.38,53.13,13.93,0.0,-1.2,-1.2,0.0,0.69,4.95,753532076032.0,2026-05-27,yfinance
OBEROIRLTY,5,5,2,2,2,24.56,3.68,14.97,0.0,-0.06,-0.06,0.0,68.93,460.41,615433175040.0,2026-05-27,yfinance
PAGEIND,5,5,6,3,3,55.63,28.32,50.9,0.3,-0.42,-0.42,59.4,685.66,1347.15,425464528896.0,2026-05-27,yfinance
PAYTM,5,5,1,2,2,131.19,4.51,3.44,0.0,-0.3,-0.3,0.0,8.6,249.97,722251218944.0,2026-05-27,yfinance
PERSISTENT,3,3,5,3,1,42.85,10.18,23.75,0.1,-0.14,-0.14,31.1,118.97,500.99,796528345088.0,2026-05-27,yfinance
PGHH,3,3,6,2,2,45.94,35.26,76.74,0.0,2.45,2.45,0.0,220.17,286.89,328340340736.0,2026-05-27,yfinance
PHOENIXLTD,6,6,2,2,2,50.64,5.77,11.39,0.0,-0.76,-0.76,0.0,34.99,307.31,633667387392.0,2026-05-27,yfinance
PIIND,2,2,2,2,2,32.68,3.99,12.21,0.0,0.33,0.33,0.0,87.12,713.68,431944630272.0,2026-05-27,yfinance
PNB,3,3,2,1,3,6.67,0.82,12.35,1.4,0.72,0.72,73.2,16.0,129.54,1225952198656.0,2026-05-27,yfinance
POLICYBZR,6,6,1,2,2,123.17,11.28,9.16,0.0,-0.23,-0.23,0.0,14.49,158.22,826711277568.0,2026-05-27,yfinance
POWERINDIA,7,6,5,2,2,168.26,36.52,21.7,0.0,4.32,4.32,0.0,223.17,1028.23,1673692315648.0,2026-05-27,yfinance
PRESTIGE,5,5,1,2,2,50.43,3.7,7.34,0.0,-0.17,-0.17,0.0,27.76,378.03,602936180736.0,2026-05-27,yfinance
RADICO,7,6,4,2,2,76.28,13.88,18.2,0.0,-3.89,-3.89,0.0,45.09,247.76,460630097920.0,2026-05-27,yfinance
RECLTD,3,3,4,2,2,5.5,1.07,19.49,0.0,0.62,0.62,0.0,61.81,317.1,894506172416.0,2026-05-27,yfinance
RVNL,2,2,1,2,2,59.93,5.53,9.22,0.0,-2.87,-2.87,0.0,4.21,45.66,526050590720.0,2026-05-27,yfinance
SBICARD,2,2,2,2,2,27.47,3.79,13.78,0.0,-0.55,-0.55,0.0,22.76,165.18,594991251456.0,2026-05-27,yfinance
SCHAEFFLER,6,6,5,2,2,53.56,10.75,20.06,0.0,-0.92,-0.92,0.0,77.63,386.94,649863757824.0,2026-05-27,yfinance
SHYAMMETL,7,6,1,2,2,25.69,2.48,9.65,0.0,-0.31,-0.31,0.0,37.99,393.8,271621341184.0,2026-05-27,yfinance
SJVN,3,3,1,2,2,46.33,2.04,4.41,0.0,2.34,2.34,0.0,1.63,36.95,296778104832.0,2026-05-27,yfinance
SOLARINDS,7,6,6,2,3,100.94,26.89,26.64,0.4,0.94,0.94,74.3,184.79,693.71,1687911006208.0,2026-05-27,yfinance
SRF,3,3,2,2,3,44.23,5.78,13.06,0.6,-0.47,-0.47,50.5,61.87,473.62,811204018176.0,2026-05-27,yfinance
SUPREMEIND,3,3,4,2,2,48.47,7.48,15.44,0.0,1.78,1.78,0.0,74.99,485.62,461866041344.0,2026-05-27,yfinance
TATAELXSI,2,2,5,2,2,42.87,8.87,20.69,0.0,-0.1,-0.1,0.0,101.02,488.19,269821050880.0,2026-05-27,yfinance
TATAPOWER,6,6,1,2,2,36.39,3.59,9.88,0.8,1.15,1.15,46.9,11.7,118.48,1360575463424.0,2026-05-27,yfinance
THERMAX,7,6,2,2,2,71.86,10.24,14.25,0.0,3.49,3.49,0.0,63.88,448.41,517125013504.0,2026-05-27,yfinance
TIINDIA,7,6,1,2,2,97.82,8.26,8.44,0.0,5.64,5.64,0.0,32.82,388.7,621431750656.0,2026-05-27,yfinance
TORNTPHARM,7,6,6,2,3,70.78,18.19,25.7,0.5,1.92,1.92,71.3,64.11,249.47,1535797624832.0,2026-05-27,yfinance
TORNTPOWER,3,3,2,2,2,30.0,3.86,12.87,0.0,-1.91,-1.91,0.0,48.02,373.25,725873065984.0,2026-05-27,yfinance
UNIONBANK,5,5,2,2,2,6.63,0.98,14.83,0.0,0.69,0.69,0.0,25.45,171.66,1287941914624.0,2026-05-27,yfinance
UNITDSPR,3,3,5,2,2,54.14,11.01,20.33,0.0,0.7,0.7,0.0,24.06,118.33,947440058368.0,2026-05-27,yfinance
UNOMINDA,3,3,4,2,3,54.52,10.45,19.17,0.5,1.43,1.43,70.4,20.74,108.18,652988186624.0,2026-05-27,yfinance
VBL,7,6,4,2,3,56.86,9.23,16.24,0.8,0.6,0.6,63.3,9.4,57.89,1807837298688.0,2026-05-27,yfinance
VOLTAS,2,2,1,2,2,111.47,6.6,5.92,0.0,-0.76,-0.76,0.0,11.32,191.31,417510391808.0,2026-05-27,yfinance
AARTIPHARM,2,2,1,2,2,34.06,2.8,8.21,0.0,-5.67,-5.67,0.0,19.24,234.28,59403493376.0,2026-05-27,yfinance
ANURAS,7,6,1,2,2,89.12,4.83,5.42,0.0,-0.17,-0.17,0.0,15.35,283.05,155744485376.0,2026-05-27,yfinance
BALAMINES,7,6,1,2,2,35.35,2.91,8.24,0.0,-2.8,-2.8,0.0,51.52,625.07,59002220544.0,2026-05-27,yfinance
BLUEDART,2,2,2,2,2,45.78,6.37,13.92,0.0,-2.02,-2.02,0.0,104.25,748.92,113253425152.0,2026-05-27,yfinance
BRIGADE,2,2,1,2,2,2443.52,2.37,0.1,0.0,-1.89,-1.89,0.0,0.27,278.81,161389232128.0,2026-05-27,yfinance
BSOFT,2,2,2,2,2,17.74,2.24,12.61,0.0,1.14,1.14,0.0,18.49,146.59,91699445760.0,2026-05-27,yfinance
CAMPUS,5,5,4,2,2,51.69,8.58,16.61,0.0,1.32,1.32,0.0,4.91,29.57,77559562240.0,2026-05-27,yfinance
CARTRADE,2,2,1,2,2,38.64,3.32,8.59,0.0,1.25,1.25,0.0,44.55,518.92,82512904192.0,2026-05-27,yfinance
CEATLTD,3,3,2,2,2,19.07,2.27,11.88,0.0,-0.08,-0.08,0.0,172.82,1454.52,132937416704.0,2026-05-27,yfinance
CENTURYPLY,6,6,2,2,2,65.01,6.57,10.1,0.0,0.08,0.08,0.0,11.85,117.33,171150966784.0,2026-05-27,yfinance
CESC,6,6,2,2,2,15.98,1.94,12.11,0.0,1.66,1.66,0.0,11.63,96.0,246383771648.0,2026-05-27,yfinance
CLEAN,2,2,2,2,2,35.03,5.08,14.5,0.0,1.24,1.24,0.0,21.6,148.94,80404086784.0,2026-05-27,yfinance
ECLERX,2,2,6,2,2,20.7,5.57,26.89,0.0,-1.68,-1.68,0.0,74.45,276.88,143596666880.0,2026-05-27,yfinance
FINPIPE,5,5,2,2,2,19.81,2.01,10.12,0.0,7.74,7.74,0.0,9.69,95.72,118672990208.0,2026-05-27,yfinance
GREENPANEL,3,3,3,2,2,0.0,1.84,0.0,0.0,0.35,0.35,0.0,-2.37,108.56,24543870976.0,2026-05-27,yfinance
GRINDWELL,7,6,4,2,2,50.99,9.28,18.2,0.0,-0.06,-0.06,0.0,37.5,206.01,211729858560.0,2026-05-27,yfinance
HAPPSTMNDS,2,2,2,2,2,30.83,3.48,11.29,0.0,0.49,0.49,0.0,12.28,108.74,56889167872.0,2026-05-27,yfinance
IDEA,7,6,3,2,2,4.42,-4.29,0.0,0.0,0.28,0.28,0.0,3.21,-3.3,1536304218112.0,2026-05-27,yfinance
IFBIND,3,3,2,2,2,40.24,5.23,13.0,0.0,3.84,3.84,0.0,29.62,227.79,48298405888.0,2026-05-27,yfinance
J&KBANK,7,6,2,2,2,6.72,0.96,14.3,0.0,2.65,2.65,0.0,21.42,149.8,158438146048.0,2026-05-27,yfinance
JAIBALAJI,3,3,1,2,2,36.02,2.99,8.3,0.0,-1.13,-1.13,0.0,2.02,24.33,66375417856.0,2026-05-27,yfinance
JBCHEPHARM,7,6,4,2,2,49.58,9.06,18.27,0.0,0.65,0.65,0.0,44.46,243.38,353903476736.0,2026-05-27,yfinance
JBMA,5,5,4,2,2,69.13,10.67,15.44,0.0,0.23,0.23,0.0,9.27,60.06,151545528320.0,2026-05-27,yfinance
JINDALSAW,7,6,1,2,2,16.17,1.25,7.71,0.0,7.52,7.52,0.0,15.22,197.5,156899426304.0,2026-05-27,yfinance
JKCEMENT,2,2,4,2,2,41.21,6.32,15.33,0.0,-0.26,-0.26,0.0,128.62,838.99,409598984192.0,2026-05-27,yfinance
JKLAKSHMI,2,2,2,2,2,18.21,2.03,11.12,0.0,-1.65,-1.65,0.0,33.16,298.27,74983235584.0,2026-05-27,yfinance
JKPAPER,5,5,1,2,2,26.07,1.26,4.82,0.0,-0.91,-0.91,0.0,14.67,304.3,69345361920.0,2026-05-27,yfinance
JMFINANCIL,3,3,2,2,2,10.27,1.22,11.92,0.0,-0.76,-0.76,0.0,12.81,107.51,125775298560.0,2026-05-27,yfinance
JSL,3,3,6,2,2,18.65,13.22,70.88,0.0,-0.76,-0.76,0.0,38.72,54.63,595056590848.0,2026-05-27,yfinance
JSWENERGY,7,6,1,2,2,47.29,3.43,7.26,0.0,4.52,4.52,0.0,12.73,175.45,1103146516480.0,2026-05-27,yfinance
JSWINFRA,3,3,2,2,2,38.4,5.35,13.93,0.0,0.22,0.22,0.0,7.28,52.27,582668648448.0,2026-05-27,yfinance
JUBLINGREA,5,5,1,2,2,38.88,3.53,9.09,0.0,-2.38,-2.38,0.0,17.5,192.6,107318222848.0,2026-05-27,yfinance
JUBLPHARMA,5,5,1,2,2,39.48,2.38,6.04,0.0,0.66,0.66,0.0,25.12,415.87,157080469504.0,2026-05-27,yfinance
JUSTDIAL,2,2,1,2,2,9.14,0.89,9.74,0.0,0.39,0.39,0.0,58.46,600.45,45458706432.0,2026-05-27,yfinance
JWL,3,3,1,2,2,51.47,4.53,8.8,0.0,3.02,3.02,0.0,5.8,65.94,127570067456.0,2026-05-27,yfinance
JYOTHYLAB,2,2,5,2,2,22.43,5.33,23.75,0.0,1.78,1.78,0.0,9.3,39.16,76600942592.0,2026-05-27,yfinance
KANSAINER,5,5,1,2,2,30.03,2.63,8.75,0.0,0.27,0.27,0.0,7.27,83.12,176562454528.0,2026-05-27,yfinance
KARURVYSYA,6,6,4,2,2,11.33,2.22,19.6,0.0,0.24,0.24,0.0,25.96,132.43,284234285056.0,2026-05-27,yfinance
KEI,7,6,2,2,2,56.71,7.81,13.77,0.0,2.65,2.65,0.0,96.03,697.18,520659959808.0,2026-05-27,yfinance
KFINTECH,2,2,5,2,2,42.22,8.75,20.73,0.0,1.33,1.33,0.0,20.09,96.9,146403475456.0,2026-05-27,yfinance
KIMS,7,6,2,2,2,129.23,13.99,10.83,0.0,2.18,2.18,0.0,6.07,56.05,313888997376.0,2026-05-27,yfinance
KNRCON,2,2,1,2,2,7.88,0.78,9.87,0.0,-1.09,-1.09,0.0,16.71,169.28,37035782144.0,2026-05-27,yfinance
KPIL,7,6,2,2,2,20.91,3.13,14.95,0.0,-1.75,-1.75,0.0,60.96,407.78,217632538624.0,2026-05-27,yfinance
KPRMILL,3,3,4,2,2,36.97,5.99,16.21,0.0,-0.92,-0.92,0.0,25.36,156.47,321132036096.0,2026-05-27,yfinance
KRBL,3,3,2,2,2,12.73,1.5,11.82,0.0,-1.25,-1.25,0.0,28.31,239.54,82457583616.0,2026-05-27,yfinance
KRSNAA,2,2,1,2,2,22.0,1.89,8.61,0.0,-1.91,-1.91,0.0,24.48,284.46,17466603520.0,2026-05-27,yfinance
